Batch,,Original Name,Random Name ,quality,n ,nMLH1.foci,REDO.crop,XY.paired,achiasmate,asynased,notes
Batch13,,11jan19_27oct18_SKIVE_m1_sp1_15.1_rev.tif,9780-14429-29046.tif,2,20,20,no,yes,1,0,
Batch13,,7mar15_24sep14_PWD_m1_sp1_30_rev.tif,9563-22692-15449.tif,5,20,19,no,yes,2,0,blub centromere
Batch13,,11jan19_27oct18_SKIVE_m1_sp1_17_rev.tif,9525-8196-24132.tif,2,20,26,no,yes,1,0,
Batch13,,11jan19_27oct18_SKIVE_m1_sp1_31_rev.tif,9315-13873-17836.tif,2,20,27,no,yes,0,0,
Batch13,,23mar15_14mar15_G_m1_sp1_2.2_rev.tif,9308-13622-17096.tif,5,20,21,no,yes,0,0,several broken SC
Batch13,,11jan19_27oct18_SKIVE_m1_sp1_22.2_rev.tif,9216-14250-4808.tif,4,20,23,no,yes,1,0,
Batch13,,11jan19_27oct18_SKIVE_m1_sp1_16.1_rev.tif,9187-16413-30768.tif,3,20,29,no,yes,0,0,
Batch13,,29mar15_25sep14_G_m1_sp2_9_rev.tif,9115-20166-31330.tif,4,20,24,no,yes,0,0,
Batch13,,2nov15_16sep15_WSB_m1_sp1_23_rev.tif,9061-14905-31623.tif,4,20,28,no,yes,0,0,
Batch13,,18feb15_30sep14_G_m2_sp2_14_rev.tif,9018-20877-12665.tif,3,20,25,"yes, top right corner",yes,0,0,some broken SC
Batch13,,5jan19_27oct18_SKIVE_m2_sp1_17_rev.tif,8914-9648-24997.tif,5,20,22,no,no,3,0,SC kinda spotty
Batch13,X,23mar15_14mar15_G_m1_sp1_12.1_rev.tif,8818-29966-2895.tif,,21,,,yes bottom left corner,,,
Batch13,,2nov15_16sep15_WSB_m1_sp1_5.2_rev.tif,8785-10768-1313.tif,5,20,20,no,yes,3,0,some SC kinda seperating
Batch13,,14sep18_27aug18_CZECH_m1_sp1_4.1_rev.tif,8778-21826-22579.tif,5,20,22,no,yes,3,0,
Batch13,,21mar15_14mar15_G_m2_sp1_8_rev.tif,7706-25016-11898.tif,2,20,24,yes right side,,0,0,"good quality, recheck the bivalents"
Batch13,,9mar15_24sep14_WSB_m1_sp1_13.2_rev.tif,7696-8192-2118.tif,4,20,19,no,no,0,0,
Batch13,,11jan19_27oct18_SKIVE_m1_sp1_20.2_rev.tif,7665-16181-3749.tif,3,20,26,no,yes,1,0,
Batch13,,14feb15_30sep14_G_m2_sp2_29_rev.tif,763-9852-22366.tif,3,20,21,no,yes,0,0,
Batch13,,5jan19_27oct18_SKIVE_m2_sp1_2_rev.tif,7589-7602-8304.tif,2,20,26,no,yes,0,0,
Batch13,,12may15_25sep14_G_m1_sp2_3_rev.tif,7556-7274-3656.tif,3,20,27,no,yes,0,0,
Batch13,,21mar15_14mar15_G_m2_sp1_20_rev.tif,7487-8183-17511.tif,3,20,20,no,yes,1,0,
Batch13,,11jan19_27oct18_SKIVE_m1_sp1_11_rev.tif,7306-8910-26648.tif,2,20,25,no,yes,0,0,
Batch13,,2nov15_16sep15_WSB_m1_sp1_22_rev.tif,7302-30439-28854.tif,3,20,22,no,yes,1,0,
Batch13,,5jan19_27oct18_SKIVE_m2_sp1_12_rev.tif,7276-32011-21449.tif,1,20,24,no,yes,0,0,
Batch13,,9mar15_24sep14_WSB_m1_sp1_17.1_rev.tif,7164-26673-26867.tif,3,20,22,no,yes,1,0,
Batch13,,2nov15_16sep15_WSB_m1_sp1_8_rev.tif,7107-9765-18696.tif,3,20,22,no,yes,1,0,
Batch13,,2nov15_16sep15_WSB_m1_sp1_1_rev.tif,6993-10479-4439.tif,3,20,27,no,yes,0,0,
Batch13,,23mar15_14mar15_G_m1_sp1_3_rev.tif,6985-4642-2678.tif,3,20,24,no,yes,0,0,
Batch13,,23mar15_14mar15_G_m1_sp1_20_rev.tif,6886-3198-5260.tif,3,20,24,no,yes,0,0,
Batch13,,5jan19_27oct18_SKIVE_m2_sp1_29_rev.tif,6539-15508-14205.tif,3,20,26,no,yes,0,0,
Batch13,X,7mar15_24sep14_PWD_m1_sp1_26_rev.tif,6482-6491-11906.tif,,22?,,yes?,,,,
Batch13,X,14sep18_27aug18_CZECH_m1_sp1_7.1_rev.tif,6405-30521-14662.tif,5?,20,,,,,,potential duplicate
Batch13,,9mar15_24sep14_WSB_m1_sp1_13.4_rev.tif,6319-19858-8357.tif,3,20,24,no,yes,0,0,
Batch13,,21mar15_14mar15_G_m2_sp1_16.1_rev.tif,6273-8004-14507.tif,5,20,19,yes? (remove bottom 2),,3,0,
Batch13,,18feb15_30sep14_G_m2_sp2_17_rev.tif,6135-15594-17212.tif,3,20,25,yes(top right corner),yes,1?,0,
Batch13,,9mar15_24sep14_WSB_m1_sp1_7.2_rev.tif,6121-12676-8443.tif,1,20,23,no,yes,0,0,
Batch13,,18feb15_30sep14_G_m2_sp2_7_rev.tif,6114-25146-9943.tif,1,20,21,no,yes,1,0,
Batch13,,2nov15_16sep15_WSB_m1_sp1_20.1_rev.tif,6023-11570-46.tif,3,20,20,no,yes,3,0,
Batch13,,5jan19_27oct18_SKIVE_m2_sp1_3.1_rev.tif,56-5832-10128.tif,3,20,24,no,yes,0,0,
Batch13,,18feb15_30sep14_G_m2_sp2_20_rev.tif,5498-24852-8566.tif,5,20,22,no,yes,1,0,
Batch13,,9mar15_24sep14_WSB_m1_sp1_2.1_rev.tif,5371-26261-23401.tif,4,20,24,no,yes,0,0,
Batch13,X,7mar15_24sep14_PWD_m1_sp1_18_rev.tif,5272-16181-2351.tif,,20,,no,yes,,1,potential duplicate
Batch13,,5jan19_27oct18_SKIVE_m2_sp1_26.1_rev.tif,4742-23495-12618.tif,2,20,25,no,yes,1,0,
Batch13,,11jan19_27oct18_SKIVE_m1_sp1_23.2_rev.tif,4686-10127-6402.tif,2,20,26,,yes,0,0,
Batch13,X,14sep18_27aug18_CZECH_m1_sp1_1_rev.tif,4673-19414-19675.tif,5,20,18,,,,0,
Batch13,,2nov15_16sep15_WSB_m1_sp1_16.2_rev.tif,4494-20266-8706.tif,2,20,27,no,yes,1,0,
Batch13,,12may15_25sep14_G_m1_sp2_14_rev.tif,446-3079-16802.tif,1,20,24,no,yes,0,0,
Batch13,,11jan19_27oct18_SKIVE_m1_sp1_28_rev.tif,4339-3369-6122.tif,3,20,26,no,yes,1,0,
Batch13,,29mar15_25sep14_G_m1_sp2_2_rev.tif,4268-2860-12762.tif,2,20,23,no,yes,0,0,
Batch13,,23mar15_14mar15_G_m1_sp1_17_rev.tif,4-18764-28140.tif,4,20,24,no,yes,1,0,
Batch13,X,12may15_25sep14_G_m1_sp2_12_rev.tif,4178-15606-8568.tif,,19?,,yes,,,,
Batch13,,2nov15_16sep15_WSB_m1_sp1_16.1_rev.tif,4117-28134-29448.tif,4,20,21,no,yes,0,0,
