Batch,,Original Name,Random Name ,quality,n ,nMLH1.foci,REDO crop,XY paired,achiasmate,asynased,notes
Batch0,,2aug15_8oct14_PWD_f4_sp1_6_rev.tif,17421-6092-8157.tif,4,20,21,no,na,1,0,some extra SC noise
Batch0,,2aug15_8oct14_PWD_f4_sp1_8_rev.tif,26212-27026-20357.tif,4,20,27,no,na,1,0,
Batch0,,19feb15_8oct14_PWD_f8_sp1_11_rev.tif,8491-31355-23397.tif,3,20,23,yes,na,1,0,
Batch0,,25feb15_8oct14_PWD_f8_sp1_21_rev.tif,4583-29035-18408.tif,3,20,28,yes,na,1,0,
Batch0,,25feb15_8oct14_PWD_f8_sp1_38_rev.tif,17512-2349-29505.tif,3,20,23,yes,na,1,0,
Batch0,,15mar16_16jan16_G_f2_sp1_31_rev.tif,18453-22289-19345.tif,5,20,29,yes,na,1,0,broken SC 
Batch0,,5jul15_23apr15_PWD_f1_sp1_12_rev.tif,30054-8935-14604.tif,3,20,32,yes,na,1,0,
Batch0,,11mar15_28feb15_PWD_f3_sp1_28_rev.tif,15800-6711-19301.tif,3,20,24,,n,1,0,
Batch0,,2aug15_16jun15_WSB_f4_sp1_40_rev.tif,20451-32215-11666.tif,4,20,24,,na,1,0,
Batch0,X,15mar16_16jan16_G_f2_sp1_4_rev.tif,16398-27606-4904.tif,2,21,19,no,na,2,0,"extra bivalent, no obvjous unpaired"
Batch0,X,1jul15_23apr15_WSB_f1_sp1_14_rev.tif,25213-14475-20478.tif,5,21,20,no,na,2,0,
Batch0,,13jul15_12jun15_WSB_f1_sp1_2_rev.tif,13447-22816-25882.tif,5,20,20,no,na,2,0,dim MLH1 signal
Batch0,,1jul15_12jun15_WSB_f2_sp1_1_rev.tif,29190-7325-7794.tif,5,20,22,yes,na,2,0,
Batch0,,2aug15_12jun15_WSB_f2_sp1_17_rev.tif,28751-13299-22356.tif,,20,22,no,na,2,0,
Batch0,,1jul15_12jun15_WSB_f2_sp1_24_rev.tif,2327-23013-20919.tif,3,20,24,yes,na,2,0,
Batch0,,1jul15_12jun15_WSB_f2_sp1_28_rev.tif,5696-17560-1514.tif,4,20,22,no,na,2,0,
Batch0,,1jul15_12jun15_WSB_f2_sp1_29_rev.tif,23640-19343-8532.tif,2,20,18,no,na,2,0,
Batch0,,12jul15_12jun15_WSB_m1_sp1_14_rev.tif,6968-29174-26830.tif,4,20,21,no,yes,2,0,
Batch0,,12jul15_12jun15_WSB_m1_sp1_4.1_rev.tif,29084-11358-12695.tif,3,20,22,no,yes,2,0,
Batch0,,27aug15_12jun15_WSB_m2_sp1_12.1_rev.tif,4337-30063-13174.tif,4,20,21,no,yes,2,0,
Batch0,,30jul15_12jun15_WSB_m2_sp1_2.2_rev.tif,15044-2188-5625.tif,4,20,19,no,yes,2,0,
Batch0,,27aug15_12jun15_WSB_m2_sp1_22_rev.tif,21825-15505-15078.tif,3,20,20,no,yes,2,0,
Batch0,,2aug15_16jun15_WSB_f4_sp1_33_rev.tif,29667-20598-11799.tif,4,20,27,no,na,2,0,several broken SC
Batch0,,6may15_17apr15_PWD_f1_sp1_21_rev.tif,30579-10264-13777.tif,5,20,19,no,na,2,0,
Batch0,,6may15_17apr15_PWD_f1_sp1_3_rev.tif,2196-19667-29580.tif,3,20,20,no,na,2,0,
Batch0,,6may15_17apr15_PWD_f1_sp1_41_rev.tif,8420-19251-10467.tif,4,20,22,no,na,2,0,
Batch0,,6may15_17apr15_PWD_f1_sp1_7_rev.tif,7473-32561-6791.tif,2,20,30,no,na,2,0,
Batch0,,7may15_17apr15_PWD_f2_sp1_16_rev.tif,28868-16416-32321.tif,3,20,27,no,na,2,0,
Batch0,,7may15_17apr15_PWD_f2_sp1_19_rev.tif,58-29221-5599.tif,,20,23,no,na,2,0,
Batch0,,9aug15_17apr15_PWD_f2_sp1_21_rev.tif,12344-14179-11868.tif,4,20,22,no,na,2,0,1 broken SC
Batch0,,20may15_17apr15_PWD_f4_sp1_21_rev.tif,26920-7831-20474.tif,2,20,29,no,na,2,0,scrunched up chrm
Batch0,,20may15_17apr15_PWD_f4_sp1_3_rev.tif,13339-28272-11080.tif,5,20,23,no,na,2,0,
Batch0,,27mar16_17mar16_G_f1_sp1_17_rev.tif,17733-32423-1932.tif,1,20,25,no,na,2,0,
Batch0,,4apr16_17mar16_G_f3_sp1_38_rev.tif,18192-3104-18451.tif,1,20,28,no,na,2,0,
Batch0,,4apr16_17mar16_G_f4_sp1_4_rev.tif,13876-11157-13639.tif,5,20,21,no,na,2,0,possible non homologous tangle
Batch0,,4apr16_17mar16_G_f4_sp1_8_rev.tif,30368-892-26017.tif,3,20,28,no,na,2,0,
Batch0,,20jul15_18may15_PWD_m1_sp1_5_rev.tif,5704-32213-24291.tif,4,20,26,no,yes,2,0,
Batch0,,20jul15_18may15_PWD_m2_sp1_15.2_rev.tif,11101-22289-11771.tif,3,20,25,no,yes,2,0,non-homologus tangle
Batch0,,20jul15_18may15_PWD_m2_sp1_16.1_rev.tif,1753-24670-28830.tif,4,20,26,no,na,2,0,some higher background
Batch0,,7mar15_1mar15_PWD_m1_sp4_8.1_rev.tif,203-8200-29881.tif,4,20,25,no,yes,2,0,
Batch0,,1mar16_20feb16_G_f3_sp1_29_rev.tif,11889-3377-23112.tif,4,20,27,no,na,2,0,"some broken SC, but clear signal"
Batch0,,1mar16_20feb16_G_f3_sp1_9_rev.tif,2347-5859-24559.tif,4,20,28,no,na,2,0,some asynansped chrom
Batch0,,20aug15_22jun15_G_m1_sp2_5.2_rev.tif,26609-2258-22431.tif,3,20,24,no,yes,2,0,
Batch0,,5jul15_23apr15_PWD_f1_sp1_7_rev.tif,4016-9820-25363.tif,5,20,26,no,na,2,0,several broken SC
Batch0,,5jul15_23apr15_PWD_f1_sp1_8_rev.tif,14188-13526-16229.tif,4,20,23,no,na,2,0,SC noise
Batch0,,11mar15_28feb15_PWD_f1_sp1_19_rev.tif,6005-3652-30942.tif,5,20,25,no,na,2,0,
Batch0,,13mar15_28feb15_PWD_f2_sp1_38_rev.tif,11782-9974-28045.tif,4,20,20,no,na,2,0,"weaker foci, higher background"
Batch0,,13mar15_28feb15_PWD_f2_sp1_48.2_rev.tif,17430-2684-10067.tif,2,20,20,no,na,2,0,"good SC signal, some foci very faint"
Batch0,,11mar15_28feb15_PWD_f3_sp1_5.2_rev.tif,31117-10477-12407.tif,3,20,22,no,na,2,0,non-homologous tangle
Batch0,,11mar15_28feb15_PWD_f6_sp1_16_rev.tif,17354-27069-22820.tif,4,20,21,yes,na,2,0,higher background. Foci on SC not the clearest
Batch0,,11mar15_28feb15_PWD_f6_sp1_21.1_rev.tif,24778-13615-2327.tif,4,20,21,yes,na,2,0,
Batch0,,11mar15_28feb15_PWD_f6_sp1_9.1_rev.tif,32739-7114-7938.tif,3,20,24,no,na,2,0,
Batch0,,19may15_31mar15_WSB_m1_sp1_13.1_rev.tif,32688-7268-14850.tif,3,20,19,no,yes,2,0,
Batch0,,19may15_31mar15_WSB_m1_sp1_15_rev.tif,26154-29214-32426.tif,3,20,19,yes,no,2,0,
Batch0,,19may15_31mar15_WSB_m1_sp1_21.1_rev.tif,30924-16483-20649.tif,4,20,21,no,yes,2,0,
Batch0,,13apr15_31mar15_WSB_m2_sp1_6.2_rev.tif,17350-4933-11854.tif,4,20,21,yes,yes,2,0,some sketchy SC signal
Batch0,,13apr15_31mar15_WSB_m2_sp1_7.1_rev.tif,872-5241-2372.tif,4,20,19,yes,yes,2,0,
Batch0,,1mar16_3jan16_G_m1_sp1_9.1_rev.tif,18819-179-32574.tif,3,20,22,no,no,2,0,
Batch0,,9mar16_3nov15_WSB_f1_sp3_26_rev.tif,18436-5810-13655.tif,4,20,20,no,na,2,0,resolution looks weried
Batch0,,9mar16_3nov15_WSB_f1_sp3_29_rev.tif,9817-13554-32014.tif,5,20,19,no,yes,2,0,
Batch0,,27mar16_6mar16_PWD_m1_sp1_3_rev.tif,4738-29181-28236.tif,3,20,30,no,yes,2,0,
Batch0,,2aug15_8oct14_PWD_f4_sp1_11.1_rev.tif,14294-22301-18884.tif,3,20,26,no,na,2,0,"higher background,"
Batch0,,29jun15_8oct14_PWD_f4_sp1_18_rev.tif,22559-2019-7345.tif,3,20,23,no,na,2,0,
Batch0,,19feb15_8oct14_PWD_f8_sp1_12_rev.tif,17735-10291-2660.tif,3,20,21,yes,na,2,0,
Batch0,,19feb15_8oct14_PWD_f8_sp1_16_rev.tif,15585-27757-21039.tif,3,20,22,yes,na,2,0,
Batch0,,19feb15_8oct14_PWD_f8_sp1_4_rev.tif,10089-10539-8393.tif,,20,22,yes,na,2,0,1 broken SC
Batch0,,8apr15_1apr15_PWD_f1_sp1_14_rev.tif,3646-4014-16673.tif,3,20,30,yes,na,2,0,several broken SC
Batch0,,6may15_17apr15_PWD_f1_sp1_40_rev.tif,5234-25662-18513.tif,4,20,31,yes,na,2,0,
Batch0,,25feb15_8oct14_PWD_f8_sp1_4_rev.tif,20796-1336-28278.tif,3,20,21,,,2,0,
Batch0,X,8apr15_1apr15_PWD_f1_sp1_6_rev.tif,15062-19104-17855.tif,5,21,19,no,na,3,0,
Batch0,,22mar15_10mar15_PWD_m2_sp1_12_rev.tif,26574-364-28432.tif,2,20,24,no,yes,3,0,
Batch0,,13jul15_12jun15_WSB_f1_sp1_14_rev.tif,12472-28286-8192.tif,5,20,20,no,na,3,0,higher background
Batch0,,8jul15_12jun15_WSB_f1_sp1_8_rev.tif,25815-740-3957.tif,4,20,20,no,na,3,0,
Batch0,,12jul15_12jun15_WSB_m1_sp1_7.1_rev.tif,13299-2011-23640.tif,5,20,19,no,yes,3,0,
Batch0,,27aug15_12jun15_WSB_m2_sp1_23_rev.tif,13069-341-437.tif,5,20,18,no,yes,3,0,
Batch0,,2aug15_16jun15_WSB_f4_sp1_18_rev.tif,20397-25309-9528.tif,5,20,26,no,na,3,0,some broken SC. high background noise
Batch0,,6may15_17apr15_PWD_f1_sp1_11_rev.tif,17813-25177-31318.tif,4,20,22,no,na,3,0,
Batch0,,30jun15_17apr15_PWD_f3_sp1_1_rev.tif,18210-28519-28863.tif,4,20,25,no,na,3,0,some SC broken
Batch0,,30jun15_17apr15_PWD_f3_sp1_24_rev.tif,19284-11753-1963.tif,5,20,19,no,na,3,0,several broken SC
Batch0,,30jun15_17apr15_PWD_f3_sp1_30_rev.tif,8681-25451-23237.tif,5,20,26,no,na,3,0,X
Batch0,,20may15_17apr15_PWD_f4_sp1_23_rev.tif,7294-20178-3949.tif,3,20,24,no,na,3,0,string of three Co
Batch0,,8apr15_1apr15_PWD_f1_sp1_11_rev.tif,8671-32318-13350.tif,5,20,27,yes,na,3,0,several broken SC
Batch0,,7mar15_1mar15_PWD_m1_sp4_2_rev.tif,7877-22080-3376.tif,3,20,22,no,yes,3,0,
Batch0,,5jul15_23apr15_PWD_f1_sp1_9_rev.tif,198-7467-23379.tif,4,20,22,no,na,3,0,some weak foci signal within SC
Batch0,,13mar15_28feb15_PWD_f2_sp1_13_rev.tif,7588-16597-18521.tif,2,20,24,no,na,3,0,nnon homolog tangle
Batch0,,29jun15_4apr15_WSB_f1_sp1_5_rev.tif,25581-19778-14876.tif,4,20,21,no,na,3,0,
Batch0,,2aug15_8oct14_PWD_f4_sp1_10.1_rev.tif,22918-11375-22234.tif,2,20,22,no,na,3,0,
Batch0,,2aug15_8oct14_PWD_f4_sp1_20.1_rev.tif,1563-3405-26121.tif,4,20,20,yes,na,3,0,"sveral broken SC. , extra SC noise"
Batch0,,25feb15_8oct14_PWD_f8_sp1_39_rev.tif,27208-2592-28099.tif,5,20,22,yes,na,3,0,some broken SC
Batch0,,12jul15_12jun15_WSB_m1_sp1_13.1_rev.tif,28167-25654-12581.tif,5,20,14,no,yes,4,0,
Batch0,,10jul15_16jun15_WSB_f4_sp1_7_rev.tif,16925-21775-19267.tif,3,20,21,no,na,4,0,
Batch0,,7may15_17apr15_PWD_f2_sp1_2_rev.tif,4465-12526-2189.tif,5,20,21,no,na,4,0,
Batch0,,11mar15_28feb15_PWD_f3_sp1_6_rev.tif,20297-12085-1083.tif,5,20,18,no,na,4,0,low foci distinction. Low cell quality
Batch0,X,10jul15_16jun15_WSB_f4_sp1_6_rev.tif,11917-21483-15516.tif,5,19,21,no,na,,0,broken SC
Batch0,,20may15_17apr15_PWD_f4_sp1_18_rev.tif,16876-31092-31015.tif,5,20,33,no,na,,0,many broken SC
Batch0,,27jul15_22jun15_G_m2_sp1_4.1_rev.tif,13268-9142-22558.tif,3,20,24,no,1CO,,0,
Batch0,X,22mar15_10mar15_PWD_m2_sp1_14.3_rev.tif,10034-25636-20369.tif,3,21,33,yes,yes,0,1,one a little asynapsed
Batch0,X,13mar15_28feb15_PWD_f2_sp1_32.2_rev.tif,11568-20404-31517.tif,5,21,24,yes,na,0,1,higher background and broken SC
Batch0,,17mar15_10mar15_PWD_m2_sp1_12_rev.tif,20955-15045-14983.tif,3,20,27,no,,0,1,
Batch0,,17mar15_10mar15_PWD_m2_sp1_9.2_rev.tif,13324-12721-5974.tif,3,20,26,yes,na,0,1,
Batch0,,8jul15_12jun15_WSB_f1_sp1_21_rev.tif,16282-10827-1487.tif,3,20,27,no,na,0,1,kinda high background. 1 chrom with slightly asyansped region
Batch0,,15mar16_16jan16_G_f1_sp1_5_rev.tif,59-29759-27681.tif,2,20,30,no,na,0,1,1 sbroken SC 1 slight asynapsis at end of SC
Batch0,,10jul15_16jun15_WSB_f4_sp1_10_rev.tif,15414-15876-18733.tif,2,20,25,no,na,0,1,"either YX chrom unpaired, or unsynapsed X"
Batch0,,6may15_17apr15_PWD_f1_sp1_33_rev.tif,13083-18987-6160.tif,5,20,27,no,na,0,1,1 chrm unsynapsed
Batch0,,30jun15_17apr15_PWD_f3_sp1_18_rev.tif,22901-23479-3739.tif,2,20,27,no,na,0,1,
Batch0,,27mar16_17mar16_G_f1_sp1_11_rev.tif,12265-22715-25753.tif,3,20,29,no,no,0,1,1 chrom asynapsed
Batch0,,4apr16_17mar16_G_f3_sp1_36_rev.tif,31512-8270-10793.tif,1,20,28,no,na,0,1,a few slight chrm splitting
Batch0,,6may15_17apr15_PWD_f1_sp1_45_rev.tif,20459-22711-18971.tif,4,20,27,no,na,0,1,some broken and unsynapsed SC
Batch0,,20jul15_18may15_PWD_m2_sp1_10.2_rev.tif,31418-1602-10048.tif,2,20,28,no,yes,0,1,
Batch0,,20jul15_18may15_PWD_m2_sp1_24.2_rev.tif,22377-22051-27862.tif,2,20,31,no,yes,0,1,
Batch0,,8apr15_1apr15_PWD_f1_sp1_16_rev.tif,11265-29053-15694.tif,3,20,24,no,na,0,1,1 asynapsis bivalent
Batch0,,8jun15_23apr15_PWD_f2_sp1_6_rev.tif,10648-22989-29300.tif,4,20,27,no,na,0,1,shorter SC
Batch0,,9aug15_23apr15_PWD_f2_sp1_8_rev.tif,1105-292-1990.tif,2,20,28,yes,na,0,1,very tip of one chrm asynasing
Batch0,,1jul15_23apr15_WSB_f1_sp1_4_rev.tif,27438-28226-15788.tif,3,20,25,no,na,0,1,SC noise and partial asynapsis
Batch0,,11mar15_28feb15_PWD_f1_sp1_1_rev.tif,27628-23139-22409.tif,2,20,24,no,na,0,1,1 fully asynasped chrom
Batch0,,13mar15_28feb15_PWD_f2_sp1_45_rev.tif,8683-12854-25613.tif,3,20,25,no,na,0,1,1 broken SC
Batch0,,13mar15_28feb15_PWD_f2_sp1_51_rev.tif,10385-14491-27692.tif,3,20,23,yes,no,0,1,extra SC noise and potential Xyunpaired
Batch0,,11mar15_28feb15_PWD_f3_sp1_15_rev.tif,11786-11498-22853.tif,3,20,26,no,na,0,1,1 asynapsis at the tip
Batch0,,9mar16_3nov15_WSB_f1_sp3_6_rev.tif,21996-18829-178.tif,2,20,30,no,na,0,1,
Batch0,,9mar16_3nov15_WSB_f1_sp3_7_rev.tif,3672-20629-31494.tif,3,20,20,no,na,0,1,"several brooken SC, 1 asynasped chrm"
Batch0,,27mar16_6mar16_G_m1_sp1_19_rev.tif,13473-7941-20350.tif,2,20,20,no,yes,0,1,1 biv has funny seperation
Batch0,,29jun15_8oct14_PWD_f4_sp1_14_rev.tif,17550-22259-25910.tif,3,20,30,no,na,0,1,1 aysnpaed chrm
Batch0,,4apr16_17mar16_G_f3_sp1_16_rev.tif,31174-20010-9019.tif,2,20,30,yes,na,0,1,1 chrom has asynapsis
Batch0,X,20may15_17apr15_PWD_f4_sp1_1_rev.tif,17507-31561-21722.tif,5,19,28,yes,na,1,1,background kinda high. 
Batch0,X,30jul15_22jun15_G_m1_sp1_3_rev.tif,14995-27504-11687.tif,5,21,24,yes,yes,1,1,
Batch0,X,13mar15_28feb15_PWD_f2_sp1_37.2_rev.tif,1632-5174-19413.tif,5,22,24,yes,na,1,1,"extra bivalent, no obvjous unpaired"
Batch0,,22mar15_10mar15_PWD_m2_sp1_3.1_rev.tif,11234-23283-29687.tif,4,20,25,no,yes,1,1,some asynapsis
Batch0,,9aug15_17apr15_PWD_f2_sp1_11_rev.tif,27792-4740-26595.tif,5,20,22,yes,na,1,1,1 asynapsed chrm. Some broken SC
Batch0,,20may15_17apr15_PWD_f4_sp1_9_rev.tif,18834-25848-7234.tif,2,20,29,no,na,1,1,1 chromosome splot and asynapsed
Batch0,,20jul15_18may15_PWD_m2_sp1_22_rev.tif,19872-16525-21045.tif,3,20,34,no,na,1,1,possible unsynapsed chromsome pair
Batch0,,10jun15_18may15_WSB_m1_sp1_13_rev.tif,4903-32322-31096.tif,3,20,26,no,yes,1,1,nonhomlog tangle
Batch0,,8apr15_1apr15_PWD_f1_sp1_12_rev.tif,28114-14678-3363.tif,3,20,23,no,na,1,1,
Batch0,,8apr15_1apr15_PWD_f1_sp1_13_rev.tif,20189-29117-12966.tif,4,20,25,no,na,1,1,
Batch0,,8apr15_1apr15_PWD_f1_sp1_15_rev.tif,29745-2743-26164.tif,5,20,22,no,na,1,1,
Batch0,,1mar16_20feb16_G_f3_sp1_25_rev.tif,4434-20733-19159.tif,3,20,24,no,na,1,1,1 chromosome is quite messy
Batch0,,5jul15_23apr15_PWD_f1_sp1_16_rev.tif,9714-18192-3331.tif,4,20,23,no,na,1,1,
Batch0,,8jun15_23apr15_PWD_f2_sp1_13_rev.tif,30313-7306-6953.tif,5,20,24,no,na,1,1,
Batch0,,8apr15_24mar15_PWD_m2_sp1_7_rev.tif,9697-2263-31924.tif,2,20,27,no,yes,1,1,
Batch0,,13mar15_28feb15_PWD_f2_sp1_26_rev.tif,2535-337-31296.tif,3,20,21,no,na,1,1,unsynasped chrm
Batch0,,11mar15_28feb15_PWD_f6_sp1_2.1_rev.tif,5-25690-27028.tif,3,20,21,no,na,1,1,1 non synapsed chrom
Batch0,,11mar15_28feb15_PWD_f6_sp1_7_rev.tif,14668-6038-29399.tif,3,20,23,no,na,1,1,
Batch0,,11mar15_28feb15_PWD_f6_sp1_8.1_rev.tif,21735-4276-16129.tif,2,20,29,yes,na,1,1,
Batch0,,19may15_31mar15_WSB_m1_sp1_9.1_rev.tif,10823-16577-23426.tif,5,20,22,yes,1 CO,1,1,some extra SC
Batch0,,13apr15_31mar15_WSB_m2_sp1_8_rev.tif,11192-20083-11899.tif,4,20,19,no,yes,1,1,threads of SC seen in bivalents
Batch0,,25feb15_8oct14_PWD_f8_sp1_10_rev.tif,9637-3842-6776.tif,3,20,28,no,na,1,1,
Batch0,,25feb15_8oct14_PWD_f8_sp1_3_rev.tif,17283-8633-1133.tif,3,20,22,no,no/na,1,1,X unpaired or XY pair
Batch0,,25feb15_8oct14_PWD_f8_sp1_34_rev.tif,2909-10429-26487.tif,4,20,24,no,yes,1,1,
Batch0,,13jul15_12jun15_WSB_f1_sp1_15_rev.tif,31659-17922-1318.tif,3,20,22,no,na,2,1,1 chrm has asynasis bubble
Batch0,,2aug15_16jun15_WSB_f4_sp1_38_rev.tif,14530-21791-4544.tif,5,20,24,no,yes,2,1,several broken SC
Batch0,,6may15_17apr15_PWD_f1_sp1_2_rev.tif,12140-3642-3074.tif,5,20,23,no,na,2,1,1 asynapsed biv
Batch0,,4apr16_17mar16_G_f3_sp1_39.2_rev.tif,12953-5907-26995.tif,3,20,21,no,na,2,1,1 asynapsis chrm
Batch0,,20jul15_18may15_PWD_m2_sp1_13_rev.tif,18043-8111-6751.tif,3,20,26,no,yes,2,1,
Batch0,,9mar16_3nov15_WSB_f1_sp3_4_rev.tif,8174-223-4043.tif,3,20,24,no,na,2,1,
Batch0,,25feb15_8oct14_PWD_f8_sp1_18.2_rev.tif,11189-17789-1627.tif,4,20,21,no,na,2,1,tip of asynapsis not paired
Batch0,,6may15_17apr15_PWD_f1_sp1_5_rev.tif,17214-2751-26848.tif,4,20,32,yes,na,2,1,perhaps unpaired chromosome?
Batch0,,8jul15_12jun15_WSB_f1_sp1_16_rev.tif,3913-8291-31845.tif,5,20,22,no,na,3,1,
Batch0,,2aug15_16jun15_WSB_f4_sp1_32_rev.tif,723-29352-25895.tif,5,20,21,no,na,3,1,some broken SC
Batch0,,29jun15_8oct14_PWD_f4_sp1_17_rev.tif,8120-15303-21157.tif,5,20,23,no,na,3,1,
Batch0,,30jun15_17apr15_PWD_f3_sp1_15_rev.tif,15840-8406-5906.tif,5,20,18,,,4,1,X? usynapsed
Batch0,,2aug15_16jun15_WSB_f4_sp1_35_rev.tif,21017-10900-8721.tif,5,20,22,,na,4,1,
Batch0,X,29jun15_1apr15_PWD_f1_sp1_1_rev.tif,9583-15118-17397.tif,,18,,,,,1,X
Batch0,X,8jun15_23apr15_PWD_f2_sp1_2_rev.tif,17006-3466-27692.tif,5,19,24,no,na,,1,some broken SC
Batch0,,27jul15_22jun15_G_m2_sp1_12_rev.tif,26048-21492-15373.tif,4,20,22,no,yes,,1,bad SC
Batch0,,5jul15_23apr15_PWD_f1_sp1_21.1_rev.tif,1001-17808-8581.tif,5,20,27,,na,,1,"some broken SC, but bright MLH1 staining"
Batch0,,15mar16_16jan16_G_f2_sp1_9_rev.tif,28562-2593-20604.tif,4,20,31,no,na,0,2,
Batch0,,10jul15_16jun15_WSB_f4_sp1_13_rev.tif,28585-30525-13978.tif,5,20,23,no,na,0,2,several asynasped chromosomes
Batch0,,9aug15_17apr15_PWD_f2_sp1_8_rev.tif,1466-16128-21887.tif,4,20,28,no,na,0,2,several broken SC
Batch0,,15mar16_16jan16_G_f1_sp1_6_rev.tif,20575-10468-5319.tif,1,20,29,no,na,0,2,some chromes asynapsed at tips
Batch0,,8apr15_1apr15_PWD_f1_sp1_19_rev.tif,13889-6172-31032.tif,4,20,31,no,na,0,2,2 bivalents have seperating ends
Batch0,,13mar15_28feb15_PWD_f2_sp1_20_rev.tif,30641-23777-22532.tif,2,20,29,no,na,0,2,
Batch0,,11mar15_28feb15_PWD_f6_sp1_2.2_rev.tif,23082-713-26682.tif,1,20,25,yes,na,0,2,
Batch0,,11mar15_28feb15_PWD_f6_sp1_4_rev.tif,9279-5675-23534.tif,3,20,24,yes,na,0,2,nonhomlogus tangle.
Batch0,,25feb15_8oct14_PWD_f8_sp1_2_rev.tif,27526-20029-12053.tif,4,20,25,no,na,0,2,
Batch0,,20may15_17apr15_PWD_f4_sp1_2_rev.tif,14672-7364-29983.tif,4,20,34,no,na,1,2,
Batch0,,9aug15_17apr15_PWD_f2_sp1_7_rev.tif,6488-5960-3633.tif,3,20,31,no,na,2,2,2 asyansped chrms
Batch0,,9aug15_17apr15_PWD_f2_sp1_3.1_rev.tif,11713-16602-2692.tif,5,20,29,yes,na,2,2,broken and asynapsed chromosomes
Batch0,,20may15_17apr15_PWD_f4_sp1_20_rev.tif,13196-25273-2843.tif,4,20,23,no,na,4,2,1 chrm with extensive unsynaped and 1 with slight unsynapsed biv
Batch0,,22mar15_10mar15_PWD_m2_sp1_19.1_rev.tif,1639-13398-5893.tif,5,20,27,no,yes,0,3,SC Axes are seperating
Batch0,,22mar15_10mar15_PWD_m2_sp1_19.2_rev.tif,25910-9431-133.tif,5,20,23,yes,yes,0,3,bad SC
Batch0,,11mar15_28feb15_PWD_f1_sp1_11.1_rev.tif,19197-12445-20978.tif,2,20,30,yes,na,0,3,
Batch0,,8jul15_12jun15_WSB_f1_sp1_18_rev.tif,32670-8351-11337.tif,3,20,26,no,na,1,3,some splitting of SC
Batch0,,5jul15_23apr15_PWD_f1_sp1_4_rev.tif,999-19342-26644.tif,5,20,27,no,na,1,3,several spliting ends
Batch0,,11mar15_28feb15_PWD_f3_sp1_22_rev.tif,21639-24115-9622.tif,4,20,24,no,no,1,3,
Batch0,,30jun15_17apr15_PWD_f3_sp1_7_rev.tif,15822-21714-9275.tif,4,20,19,X,na,3,3,"several broken SC, strange asynapsis and chrom tangle "
Batch0,,25feb15_8oct14_PWD_f8_sp1_28_rev.tif,6066-18056-29430.tif,5,20,26,no,na,2,5,several asynasped chrms
Batch0,X,2apr15_28feb15_PWD_f1_sp1_10_rev.tif,9811-21617-18760.tif,5,21,21,,,,1,X
Batch0,,22mar15_10mar15_PWD_m2_sp1_17.1_rev.tif,17043-16276-31253.tif,4,20,35,yes,yes,,several,"very clear foci, but SC is very confusing"
Batch0,,22mar15_10mar15_PWD_m2_sp1_16.3_rev.tif,17991-3505-28336.tif,5,20,31,yes,na,0,,helixy SC
Batch0,,30jun15_17apr15_PWD_f3_sp1_12_rev.tif,29903-24567-648.tif,4,20,26,no,na,1,,possible non homolog tangle
Batch0,,1jul15_23apr15_WSB_f1_sp1_19_rev.tif,15487-8027-31454.tif,5,20,19,no,na,1,,several boken SC
Batch0,,8jul15_12jun15_WSB_f1_sp1_2_rev.tif,18158-21823-3889.tif,5,20,22,no,na,2,,"some SC broken, foci not very distinct"
Batch0,,8apr15_1apr15_PWD_f1_sp1_9_rev.tif,18620-7686-22056.tif,4,20,22,no,na,2,,might be some broken SC
Batch0,,29jun15_8oct14_PWD_f4_sp1_13_rev.tif,1723-29571-32688.tif,5,20,23,no,,2,,SC broken. might be too much background
Batch0,X,17mar15_10mar15_PWD_m2_sp1_1.1_rev.tif,24858-21523-27470.tif,5,21,34,yes,,,,
Batch0,X,17mar15_10mar15_PWD_m2_sp1_5.2_rev.tif,12056-31432-21376.tif,5,,29,yes,,,,
Batch0,X,9aug15_17apr15_PWD_f2_sp1_13_rev.tif,2689-2557-26481.tif,5,22,,no,,,,
Batch0,X,10jun15_18may15_WSB_m1_sp1_25_rev.tif,19907-25696-23786.tif,,21,22,,,,,Xthe cell is so good too.. :(
Batch0,X,11mar15_28feb15_PWD_f1_sp1_9_rev.tif,13615-25721-15981.tif,5,,,,,,,
Batch0,X,11mar15_28feb15_PWD_f3_sp1_27_rev.tif,12291-5348-19234.tif,,21,21,,,,,
Batch0,X can't distinghuish complete cell,10jul15_16jun15_WSB_f4_sp1_2_rev.tif,20732-2985-21272.tif,,,,yes,,,,
Batch0,,17mar15_10mar15_PWD_m2_sp1_4_rev.tif,31121-26043-5805.tif,2,20,26,yes,yes,,,
Batch0,,29jun15_4apr15_WSB_f1_sp1_3_rev.tif,12066-12150-15520.tif,4,20,27,no,na,,,tips of several bivalents synapsing
Batch0,,25feb15_8oct14_PWD_f8_sp1_6_rev.tif,14882-13073-564.tif,4,20,19,no,na,,,
Batch1,X,9sep16_30jun16_CAST_m1_sp1_13.2_rev.tif,27933-29722-21176.tif,X can't distinguish chromosomes,,,y,,,,
Batch1,X,14oct16_30jun16_CAST_m3_sp1_3_rev.tif,27029-22722-14127.tif,X,,,y,,,,multiple cells
Batch1,X,16oct16_30sep16_MSM_m1_sp1_12_rev.tif,7332-2285-29666.tif,X,,,y,,,,multiple cells
Batch1,X,1oct16_30jun16_CAST_m3_sp1_5_rev.tif,6656-4789-14601.tif,,,,y,,,,mulitple cells
