Batch,,Original Name,Random Name ,quality,n ,nMLH1.foci,REDO.crop,XY.paired,achiasmate,asynased,notes
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_9_rev.tif,14337-20723-5064.tif,2,20,27,no,yes,1,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_8_rev.tif,4117-26202-21408.tif,2,20,22,no,yes,0,0,
Batch16,X,9mar18_11jan18_WxL.F1_m1_sp1_7.4_rev.tif,11339-3412-12812.tif,,20,18?,no,yes,2,0,bad signal
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_7.3_rev.tif,13501-16933-21394.tif,2,20,20,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_7.2_rev.tif,32234-11776-29577.tif,2,20,21,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_7.1_rev.tif,7035-30322-20149.tif,2,20,25,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_6_rev.tif,15594-11387-30413.tif,1,20,24,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_5_rev.tif,20127-16717-23538.tif,1,20,24,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_4_rev.tif,5495-432-8380.tif,2,20,22,no,yes,1,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_3_rev.tif,8236-28981-27182.tif,2,20,21,yes,yes,0,0,crop around main cells
Batch16,X,9mar18_11jan18_WxL.F1_m1_sp1_2_rev.tif,12797-7196-25758.tif,,19?,,yes,,,,"full image, not cropped"
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_18.3_rev.tif,11963-13717-12599.tif,5,20,20,no,yes,2,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_18.2_rev.tif,29167-28890-22197.tif,3,20,21,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_18.1_rev.tif,8016-10015-18392.tif,2,20,19,no,yes,2,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_17_rev.tif,2044-14454-12600.tif,3,20,20,no,yes,1,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_16_rev.tif,1554-15214-6991.tif,3,20,22,no,yes,2,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_15_rev.tif,14274-16119-15324.tif,3,20,19,no,yes,2,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_14_rev.tif,28203-3330-12310.tif,1,20,25,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_13.2_rev.tif,5260-2647-3362.tif,4,20,22,no,yes,1,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_13.1_rev.tif,27859-17159-9267.tif,1,20,24,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_11_rev.tif,3711-31889-4064.tif,2,20,21,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_10_rev.tif,29473-4184-21675.tif,2,20,25,no,yes,0,0,
Batch16,,9mar18_11jan18_WxL.F1_m1_sp1_1_rev.tif,5873-88-18195.tif,2,20,26,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_9_rev.tif,4400-21085-30587.tif,2,20,25,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_8.2_rev.tif,24900-16988-22390.tif,3,20,27,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_8.1_rev.tif,2491-12147-16302.tif,4,20,21,no,no,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_7.3_rev.tif,1320-402-1108.tif,3,20,27,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_7.2_rev.tif,1472-17424-13432.tif,1,20,27,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_7.1_rev.tif,27086-13316-23533.tif,2,20,26,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_6.5_rev.tif,14065-18627-27434.tif,1,20,24,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_6.3_rev.tif,27113-18946-5166.tif,3,20,21,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_6.2_rev.tif,11039-214-15289.tif,4,20,23,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_6.1_rev.tif,10098-12237-14779.tif,4,20,18,no,yes,2,0,
Batch16,X,6aug19_10jul19_KAZ_m4_sp1_5.3_rev.tif,1760-30930-14766.tif,,20,13?,no,yes,,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_5.2_rev.tif,11096-15132-490.tif,1,20,23,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_5.1_rev.tif,6466-7651-30323.tif,2,20,24,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_4.2_rev.tif,21370-16803-26026.tif,2,20,27,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_20_rev.tif,16689-25651-2769.tif,,20,21,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_2.3_rev.tif,10886-9726-15678.tif,5,20,20,no,yes,5,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_2.2_rev.tif,26992-19822-5073.tif,5,20,22,no,no,2,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_2.1_rev.tif,7283-8886-9659.tif,2,20,24,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_19_rev.tif,26204-3598-1897.tif,1,20,21,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_18.2_rev.tif,949-32562-19615.tif,4,20,20,no,yes,3,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_18.1_rev.tif,20683-7973-6038.tif,4,20,19,no,yes,4,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_17.2_rev.tif,5722-14554-8960.tif,4,20,24,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_17.1_rev.tif,9163-2998-22226.tif,5,20,22,no,yes,2,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_16.1_rev.tif,6060-4786-16684.tif,2,20,24,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_15.2_rev.tif,30479-3042-1799.tif,2,20,25,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_15.1_rev.tif,12821-49-15529.tif,1,20,22,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_14_rev.tif,15935-21880-31855.tif,4,20,21,no,yes,2,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_13_rev.tif,20045-3116-11757.tif,3,20,27,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_12.1_rev.tif,3480-16542-22535.tif,3,20,21,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_11.2_rev.tif,28708-17158-28763.tif,1,20,21,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_10_rev.tif,5747-18613-8561.tif,2,20,24,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_1.2_rev.tif,26212-22406-5693.tif,2,20,26,no,yes,2,0,
Batch16,,6aug19_10jul19_KAZ_m4_sp1_1.1_rev.tif,27305-23718-1667.tif,3,20,24,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_9_rev.tif,17048-17404-27592.tif,1,20,28,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_8.3_rev.tif,11262-12083-20183.tif,5,20,17,no,yes,3,0,
Batch16,X,6aug19_10jul19_KAZ_m3_sp1_8.2_rev.tif,26305-7588-1923.tif,,21,,no,,,,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_8.1_rev.tif,11499-5900-29712.tif,2,20,32,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_7_rev.tif,21059-15976-7036.tif,2,20,31,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_5.2_rev.tif,17021-24495-23477.tif,5,20,30,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_5.1_rev.tif,1161-24936-21032.tif,4,20,28,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_4.2_rev.tif,11059-32607-30161.tif,2,20,23,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_4.1_rev.tif,6961-24826-19188.tif,3,20,25,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_3_rev.tif,3313-19382-5048.tif,2,20,34,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_2.1_rev.tif,4808-250-5573.tif,1,20,28,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_12_rev.tif,13448-19870-13470.tif,2,20,28,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_11.1_rev.tif,5206-9890-10741.tif,1,20,31,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_1.3_rev.tif,870-3765-23017.tif,3,20,28,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_1.2_rev.tif,20298-8009-5275.tif,1,20,32,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m3_sp1_1.1_rev.tif,25700-30057-17250.tif,3,20,27,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_9.2_rev.tif,22152-12721-19226.tif,1,20,27,no,no,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_9.1_rev.tif,18132-21070-19377.tif,1,20,28,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_8_rev.tif,8362-14801-583.tif,1,20,27,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_7_rev.tif,3896-28793-4037.tif,3,20,24,no,yes,2,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_6_rev.tif,30383-3390-28590.tif,1,20,31,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_5.3_rev.tif,14153-7148-10268.tif,4,20,21,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_5.2_rev.tif,6571-28318-16822.tif,3,20,23,no,yes,2,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_5.1_rev.tif,2870-29778-4362.tif,2,20,30,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_4.3_rev.tif,1850-30923-13499.tif,2,20,24,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_4.2_rev.tif,8263-22425-32610.tif,4,20,26,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_4.1_rev.tif,21958-13968-18006.tif,3,20,26,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_3.3_rev.tif,22858-1846-22841.tif,4,20,23,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_3.2_rev.tif,29909-8743-30050.tif,1,20,27,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_3.1_rev.tif,8042-13327-28322.tif,5,20,23,no,yes,2,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_2.2_rev.tif,771-6111-3214.tif,2,20,27,no,no,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_2.1_rev.tif,29288-10333-27777.tif,1,20,28,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_15.4_rev.tif,12888-29077-30317.tif,1,20,28,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_14.2_rev.tif,10574-9228-27632.tif,1,20,25,no,yes,0,0,
Batch16,X,6aug19_10jul19_KAZ_m2_sp1_14.1_rev.tif,11532-5346-23919.tif,,21,,,,,,good but wrong number
Batch16,,6aug19_10jul19_KAZ_m2_sp1_13_rev.tif,15629-32610-727.tif,2,20,29,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_12.2_rev.tif,26626-19502-12067.tif,2,20,27,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_1.2_rev.tif,20655-6378-26257.tif,4,20,19,no,yes,3,0,
Batch16,,6aug19_10jul19_KAZ_m2_sp1_1.1_rev.tif,7551-23307-20907.tif,3,20,26,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m1_sp1_8.2_rev.tif,28415-18176-6114.tif,5,20,24,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m1_sp1_8.1_rev.tif,6631-28803-17242.tif,2,20,26,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m1_sp1_7.1_rev.tif,13265-19055-16261.tif,2,20,25,no,yes,1,0,
Batch16,,6aug19_10jul19_KAZ_m1_sp1_6_rev.tif,25987-30262-18373.tif,5,20,25,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m1_sp1_2_rev.tif,24407-26365-27930.tif,2,20,28,no,no,1,0,
Batch16,,6aug19_10jul19_KAZ_m1_sp1_15_rev.tif,31142-20870-722.tif,4,20,26,no,yes,0,0,
Batch16,,6aug19_10jul19_KAZ_m1_sp1_12.1_rev.tif,13346-8160-24133.tif,3,20,28,no,yes,0,0,
