Batch1,X,9sep16_30jun16_CAST_m1_sp1_13.2_rev.tif,27933-29722-21176.tif,X can't distinguish chromosomes,,,y,,,,
Batch1,X,14oct16_30jun16_CAST_m3_sp1_3_rev.tif,27029-22722-14127.tif,X,,,y,,,,multiple cells
Batch1,X,16oct16_30sep16_MSM_m1_sp1_12_rev.tif,7332-2285-29666.tif,X,,,y,,,,multiple cells
Batch1,X,1oct16_30jun16_CAST_m3_sp1_5_rev.tif,6656-4789-14601.tif,,,,y,,,,mulitple cells
Batch1,X,9sep16_30jun16_CAST_m1_sp1_11_rev.tif,26167-30598-27670.tif,,,,y,,,,multiple cells
Batch1,X,9sep16_30jun16_CAST_m1_sp1_4_rev.tif,2093-14055-29366.tif,,,,y,,,,multiple cells
Batch1,X,9sep16_30jun16_CAST_m1_sp1_6_rev.tif,6607-25105-32457.tif,,,,y,,,,multiple cells
Batch1,X,9sep16_30jun16_CAST_m1_sp1_6.1_rev.tif,16934-6042-27427.tif,X,21,,yes,,,,>20
Batch1,X,14oct16_30jun16_CAST_m3_sp1_11_rev.tif,21004-5560-24120.tif,X,,,yes,,,,mulitple cells
Batch1,X,14oct16_30jun16_CAST_m3_sp1_5_rev.tif,17265-30889-27495.tif,X,,,yes,,,,mulitple cells
Batch1,X,14oct16_30jun16_CAST_m3_sp1_6_rev.tif,18763-20816-28726.tif,,,,yes,,,,multiple cells
Batch1,X,9sep16_30jun16_CAST_m1_sp1_16_rev.tif,11108-22790-14283.tif,,,,yes,,,,multiple cells
Batch1,X,9sep16_30jun16_CAST_m1_sp1_18_rev.tif,14573-8164-9176.tif,,,,yes,,,,multiple cells
Batch1,X,9sep16_30jun16_CAST_m1_sp1_2_rev.tif,13891-12637-11114.tif,,,,yes,,,,multiple cells
Batch1,X,14oct16_30jun16_CAST_m3_sp1_18_rev.tif,15871-22080-9986.tif,,,,"yes, two cells",,,,multiple cells
Batch1,X,1oct16_1apr16_G_m4_sp1_1.1_rev.tif,17172-8740-12188.tif,,,,"yes, two cells",,,,mulitple cells
Batch1,X,16oct16_30sep16_MSM_m1_sp1_12.2_rev.tif,22059-29116-12409.tif,X,18,,,,,,poor signal
Batch1,X,16oct16_30sep16_MSM_m1_sp1_20_rev.tif,9350-12453-3924.tif,5,18,24,,,,,bad signal
Batch1,X,28oct16_1apr16_G_m4_sp1_6_rev.tif,9082-29386-30510.tif,,19,22,,,,,
Batch1,,27oct16_31aug16_MSM_m1_sp1_26_rev.tif,2982-17180-1931.tif,1,20,31,no,y,0,0,nonhomolog tangel
Batch1,,27oct16_31aug16_MSM_m1_sp1_2_rev.tif,21500-21215-21825.tif,1,20,30,no,ye,0,0,slight broken SC
Batch1,,14oct16_30jun16_CAST_m3_sp1_11.1_rev.tif,16306-30757-22828.tif,1,20,22,no,yes,0,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_13_rev.tif,9498-11874-21287.tif,1,20,21,no,y,0,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_15_rev.tif,32260-5820-9771.tif,1,20,21,no,y,0,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_21_rev.tif,26999-4421-8043.tif,1,20,24,no,y,1,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_3.2_rev.tif,16218-13745-30166.tif,1,20,23,no,yes,0,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_6.1_rev.tif,2281-2142-5759.tif,1,20,22,no,no,1,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_8_rev.tif,20771-31400-2026.tif,1,20,23,no,yes,0,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_9_rev.tif,24744-15122-2903.tif,1,20,26,no,y,0,0,
Batch1,,1oct16_1apr16_G_m4_sp1_3_rev.tif,25440-26793-14853.tif,1,20,30,no,y,0,0,
Batch1,,1oct16_1apr16_G_m4_sp1_8_rev.tif,17014-7831-27633.tif,1,20,23,no,yes,0,0,
Batch1,,1oct16_30jun16_CAST_m3_sp1_1_rev.tif,24161-14478-4799.tif,1,20,26,no,yes,0,0,
Batch1,,1oct16_30jun16_CAST_m3_sp1_3_rev.tif,7449-19867-8282.tif,1,20,22,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_11_rev.tif,30-4177-2106.tif,1,20,30,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_13_rev.tif,15530-28694-25997.tif,1,20,30,no,yes,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_15.2_rev.tif,1607-29425-28301.tif,1,20,32,no,yes,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_17.1_rev.tif,2008-17764-17850.tif,1,20,28,no,yes,1,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_17.2_rev.tif,19836-16600-6157.tif,1,20,30,no,yes,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_18_rev.tif,19204-25356-14370.tif,1,20,31,no,yes,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_25_rev.tif,12293-29602-6147.tif,1,20,34,no,yes,,,
Batch1,,9sep16_30jun16_CAST_m1_sp1_5_rev.tif,30403-21984-424.tif,1,20,22,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_5_rev.tif,23227-23613-19891.tif,2,20,29,no,y,0,0,non homlog tangel
Batch1,,27oct16_31aug16_MSM_m1_sp1_15.3_rev.tif,31323-20669-16166.tif,2,20,22,no,y,1,0,nonhomolog tangel
Batch1,,27oct16_31aug16_MSM_m1_sp1_23_rev.tif,32675-28215-18585.tif,2,20,36,no,y,0,0,nonhomologous tangle
Batch1,,14oct16_30jun16_CAST_m3_sp1_10_rev.tif,22128-21436-3301.tif,2,20,22,no,y,0,0,
Batch1,,14oct16_30jun16_CAST_m3_sp1_7_rev.tif,26127-26260-29125.tif,2,20,20,no,y,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_16_rev.tif,2761-12299-974.tif,2,20,32,no,y,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_25_rev.tif,31874-4125-5938.tif,2,20,31,no,y,0,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_6_rev.tif,20662-21625-2304.tif,2,20,35,no,yes,1,0,
Batch1,,16oct16_30sep16_MSM_m1_sp1_8_rev.tif,9965-532-458.tif,2,20,32,no,no,0,0,
Batch1,,1oct16_1apr16_G_m4_sp1_1.2_rev.tif,3314-4769-23468.tif,2,20,24,no,y,1,0,
Batch1,,1oct16_1apr16_G_m4_sp1_2_rev.tif,6326-26055-19449.tif,2,20,27,no,y,0,0,
Batch1,,1oct16_1apr16_G_m4_sp1_7_rev.tif,5765-1944-30687.tif,2,20,23,no,y,0,0,
Batch1,,1oct16_30jun16_CAST_m3_sp1_4_rev.tif,16957-31071-31747.tif,2,20,18,no,yes,1,0,
Batch1,,1oct16_30jun16_CAST_m3_sp1_5.1_rev.tif,16554-32490-2493.tif,2,20,23,no,yes,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_10_rev.tif,11744-3156-7359.tif,2,20,30,no,yes,,,
Batch1,,27oct16_31aug16_MSM_m1_sp1_12.1_rev.tif,24741-10716-24065.tif,2,20,32,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_15.1_rev.tif,7860-4163-3070.tif,2,20,34,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_19_rev.tif,4484-10974-8190.tif,2,20,31,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_21_rev.tif,29122-13444-15695.tif,2,20,28,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_4_rev.tif,3564-11689-5544.tif,2,20,24,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_8_rev.tif,31268-16831-18916.tif,2,20,27,no,y,1,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_9_rev.tif,31811-3503-1284.tif,2,20,30,no,y,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_14_rev.tif,26728-25198-15481.tif,2,20,20,no,y,1,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_16.1_rev.tif,16728-5170-4050.tif,2,20,24,no,yes,0,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_21_rev.tif,19789-20092-5514.tif,2,20,23,no,yes,2,0,
Batch1,,9sep16_30jun16_CAST_m1_sp1_4.1_rev.tif,5631-5411-915.tif,2,20,25,no,y,0,0,
Batch1,,27oct16_31aug16_MSM_m1_sp1_22_rev.tif,29990-18088-22525.tif,3,20,30,no,y,1,0,nonhomolog tangel
Batch1,,14oct16_30jun16_CAST_m3_sp1_14_rev.tif,27631-29054-390.tif,3,20,20,no,y,1,0,
