Batch,,Original Name,Random Name ,quality,n ,nMLH1.foci,REDO.crop,XY.paired,achiasmate,asynased,notes
Batch7,,10oct17_5jul17_SPRET_m1_sp1_4.2_rev.tif,12901-27059-14311.tif,5,20,16,no,yes,3,0,
Batch7,,22dec17_4dec17_KAZ_m1_sp1_1_rev.tif,5636-30701-2847.tif,3,20,17,no,yes,2,0,
Batch7,,26dec17_4dec17_SPIC_m1_sp1_22_rev.tif,2057-5135-12892.tif,5,20,17,n,yes,0,4,
Batch7,,16nov17_30oct17_SPIC_m1_sp1_16_rev.tif,10545-5069-19590.tif,5,20,17,yes,n,,,
Batch7,,22dec17_4dec17_KAZ_m1_sp1_6.1_rev.tif,18731-15681-12691.tif,5,20,17,n,y,0,0,
Batch7,,29dec17_4dec17_HMI_m1_sp1_1_rev.tif,9643-10951-20672.tif,2,20,18,yes,,,,
Batch7,,21nov17_7nov17_KAZ_m1_sp1_11.1_rev.tif,16666-11797-19869.tif,3,20,19,n,yes,0,0,
Batch7,,29dec17_4dec17_HMI_m1_sp1_19.2_rev.tif,1632-26828-13650.tif,4,20,19,no,yes,1,1,
Batch7,,29dec17_4dec17_HMI_m1_sp1_27_rev.tif,13047-20554-20862.tif,5,20,19,n,y,0,0,signal not very good
Batch7,,22dec17_4dec17_KAZ_m1_sp1_6.2_rev.tif,15052-9408-28025.tif,5,20,19,n,yes,0,0,sc kinda crumbly
Batch7,,26dec17_4dec17_SPIC_m1_sp1_41.1_rev.tif,9744-22550-27757.tif,1,20,20,n,y,0,0,
Batch7,,29dec17_4dec17_HMI_m1_sp1_23.1_rev.tif,16182-10183-32665.tif,3,20,20,n,y,1,0,
Batch7,,22dec17_4dec17_KAZ_m1_sp1_25_rev.tif,10596-1848-20514.tif,3,20,20,yes,n,0,0,
Batch7,,10oct17_5jul17_SPRET_m1_sp1_14.2_rev.tif,13661-28035-7456.tif,4,20,20,n,yes,1,0,
Batch7,,10oct17_5jul17_SPRET_m1_sp1_20_rev.tif,25662-25806-21459.tif,4,20,20,n,y,1,0,
Batch7,,22dec17_4dec17_KAZ_m1_sp1_4_rev.tif,4559-11561-18941.tif,4,20,20,no,yes,0,0,possible dulplicate
Batch7,,29dec17_4dec17_HMI_m1_sp1_28_rev.tif,12558-23753-24198.tif,4,20,20,n,y,1,0,signal not very good
Batch7,,26dec17_4dec17_SPIC_m1_sp1_25_rev.tif,26559-10847-13257.tif,1,20,21,n,y,0,0,
Batch7,,21nov17_7nov17_KAZ_m1_sp1_10_rev.tif,6160-9881-13010.tif,2,20,21,n,no,0,0,
Batch7,,10oct17_5jul17_SPRET_m1_sp1_11_rev.tif,18973-22173-28159.tif,3,20,21,n,yes,2,2,
Batch7,,22dec17_4dec17_KAZ_m1_sp1_13_rev.tif,10805-14931-4632.tif,3,20,21,n,y,0,0,
Batch7,,22dec17_4dec17_KAZ_m1_sp1_5_rev.tif,26699-10928-22660.tif,3,20,21,n,y,1,0,
Batch7,,21nov17_7nov17_KAZ_m1_sp1_11.2_rev.tif,29135-6735-18748.tif,4,20,21,no,yes,0,0,
Batch7,,29dec17_4dec17_HMI_m1_sp1_10_rev.tif,28734-27348-30174.tif,4,20,21,no,yes,2,0,
Batch7,,21nov17_7nov17_KAZ_m1_sp1_14.2_rev.tif,10918-3668-23477.tif,2,20,22,n,yes,0,0,
Batch7,,21nov17_7nov17_KAZ_m1_sp1_20_rev.tif,1729-6681-16983.tif,2,20,22,no,yes,0,0,
Batch7,,10oct17_5jul17_SPRET_m1_sp1_24_rev.tif,2040-19830-14881.tif,2,20,22,no,yes,1,0,
Batch7,,4dec17_7nov17_SPIC_m1_sp1_1.2_rev.tif,9113-5994-4650.tif,2,20,22,no,y,1,0,some achi
Batch7,,26dec17_4dec17_SPIC_m1_sp1_5_rev.tif,29266-17471-17899.tif,2,20,22,n,y,0,0,
Batch7,,29dec17_4dec17_HMI_m1_sp1_15_rev.tif,26903-17238-28646.tif,3,20,22,no,yes,0,0,
Batch7,,29dec17_4dec17_HMI_m1_sp1_21_rev.tif,5393-32472-30876.tif,3,20,22,no,yes,0,0,
Batch7,,21nov17_7nov17_KAZ_m1_sp1_15_rev.tif,10882-30905-32752.tif,3,20,22,n,yes,1,0,
Batch7,,26dec17_4dec17_SPIC_m1_sp1_4_rev.tif,11009-28384-10729.tif,3,20,22,n,y,0,0,
Batch7,,10oct17_5jul17_SPRET_m1_sp1_6_rev.tif,30882-23904-32646.tif,4,20,22,n,y,0,0,
Batch7,,22dec17_4dec17_KAZ_m1_sp1_31_rev.tif,11736-25065-14344.tif,4,20,22,no,yes,0,0,
Batch7,,22dec17_4dec17_KAZ_m1_sp1_26_rev.tif,13472-22052-7822.tif,4,20,22,n,y,0,0,
